Crazy/Beautiful	1.823660671057623e-05
kirsten dunst	4.924232958366712e-05
Leatherheads	4.0648568098628796e-05
John Krasinski	2.847555288521514e-05
The Evil Dead	5.2437389187675224e-05
Bruce Campbell	4.344358596537412e-05
The Big Picture	4.769385903706989e-05
Mr. Saturday Night	2.0649418408429924e-05
Billy Crystal	5.475245975753527e-05
The Dogs of War	3.4371999481126884e-05
1980	0.000542434035320484
Heartbeats	2.1521746231295896e-05
Xavier Dolan	2.1703056802553504e-05
There Goes My Heart	2.3985672208965125e-05
1938	0.00023331055291563987
Cop Land	5.290080254612295e-05
crime	0.00023775668492607738
Charlotte Gray	4.191629154149085e-05
billy crudup	1.55911054366622e-05
Eye of the Devil	2.7268146134218025e-05
Crime	0.002284443458368432
The Wild Angels	2.857179543453246e-05
Diane Ladd	2.5459156251854898e-05
The Crucified Lovers	1.6098964761830013e-05
Kenji Mizoguchi	3.3935448323971297e-05
Hercules	6.444593945195839e-05
dwayne johnson	2.3444742570071738e-05
Three on a Match	2.832175949796848e-05
Antiviral	1.728043495609115e-05
National Treasure	7.162747926209919e-05
Nicolas Cage	0.00013117697944403498
Night of the Living Dead	6.737753655162044e-05
zombies	6.832118868477563e-05
Ex Drummer	2.7543207851033033e-05
Flemish	1.6541996667772574e-05
Heroine	3.294308388853454e-05
2012	0.0019575557524168096
Priest	6.973151831027819e-05
Jimmy McGovern	1.7488396452100203e-05
Adulthood	2.1471862062563083e-05
Noel Clarke	1.1217279177176156e-05
Othello	7.980510874530985e-05
Laurence Olivier	5.57873984729383e-05
Curse of Chucky	2.8954063740362832e-05
Arachnophobia	4.215926507438078e-05
Thursday	1.3001464156902153e-05
1998	0.0011888705928866134
Crows Zero	4.584545472505571e-05
gangs	1.7478594353076376e-05
Glory Daze	1.6092959211061414e-05
French Stewart	1.8902322957490943e-05
A Hole in My Heart	4.6786857830866e-05
Lukas Moodysson	2.8873298952744466e-05
Papillon	3.648281101338297e-05
Dustin Hoffman	9.582348536734027e-05
The Alamo	5.717087367144727e-05
john wayne	0.00010785914673375301
Stalag 17	5.848868597842e-05
German	0.0010415856027976718
Samurai Spy	2.1590325103645944e-05
masahiro shinoda	1.5310078862965882e-05
Barefoot Gen	3.7422145785264965e-05
Privilege	2.914085571478281e-05
Peter Watkins	1.8981584533630073e-05
Scrooged	5.10960706564833e-05
karen allen	8.626131392516786e-06
Very Good Girls	1.9625452148899118e-05
Naomi Foner	1.9214591671762944e-05
Monster in the Closet	1.9044202189589902e-05
Howard Duff	1.5409248882401593e-05
Son of Rambow	3.316352573635373e-05
Conquest	5.1734397355935776e-05
1983	0.0005054201688634006
The Brave	2.0438313723918747e-05
Johnny Depp	8.225402551214774e-05
The Spiderwick Chronicles	6.950329839327657e-05
Sarah Bolger	9.665598694575694e-06
Chain Lightning	2.759961200221222e-05
Eleanor Parker	6.028711180070239e-05
Jubal	2.6859616810060623e-05
Delmer Daves	4.6653110734036966e-05
Bridesmaids	5.246087468590762e-05
Kristen Wiig	2.9348107289880672e-05
Die Hard	6.422909779133669e-05
own	0.00015443810062027707
Dracula	6.161187958111694e-05
Bram Stoker	3.5485514055485716e-05
Kongo	1.9567702744852572e-05
Virginia Bruce	1.2653579208786159e-05
The Replacements	3.229130829068468e-05
gene hackman	0.000117626548037475
Inside Daisy Clover	2.7192224076675475e-05
1965	0.0003791151583416121
Guilty	3.058801475556114e-05
2011	0.0019004173583181076
The French Connection	4.845602440011256e-05
Chances Are	2.1261527094876083e-05
Godzilla	0.0001392007904486021
akihiko hirata	9.668253214865596e-06
Cloudy with a Chance of Meatballs	7.498969269237734e-05
bruce campbell	3.408628171535762e-05
Groundhog Day	7.204241501161637e-05
Bill Murray	6.815210014367223e-05
Mother and Child	2.9818611944944477e-05
naomi watts	4.7093712787636414e-05
Easy Virtue	6.935852918141429e-05
Ian Hunter	1.5350944021859277e-05
Ocean's Eleven	3.9889435659302596e-05
matt damon	7.910699577770389e-05
Beautiful Boy	2.3117897913868102e-05
Maria Bello	4.073842794027441e-05
The Town	3.691147652109625e-05
r	0.001303297072595642
The Blacksmith	1.8501760532390823e-05
buster keaton	6.661402554071029e-05
The American President	4.74498741433657e-05
Michael J. Fox	5.439015941982501e-05
Camp de Thiaroye	2.7893761281349434e-05
Thierno Faty Sow	7.285948739826364e-06
City Slickers	5.5613267680590825e-05
ron underwood	1.4954614009923097e-05
It Should Happen to You	2.228468290474705e-05
Comes a Bright Day	2.5574252094316186e-05
Simon Aboud	7.670042525831582e-06
A Nightmare on Elm Street	0.00010766061751745944
1984	0.0005614119277704924
Scrooge	4.155187703836776e-05
1970	0.00046979799364940954
Who's That Girl	3.456612766980329e-05
James Foley	3.403956364456902e-05
Punch-Drunk Love	3.6823077857717455e-05
Adam Sandler	8.285256611404542e-05
Home from the Hill	2.8733854630344274e-05
Vincente Minnelli	7.609208493361621e-05
November	2.6544718586880827e-05
Courteney Cox	2.2472003407752522e-05
Kansas City	2.4112963806743717e-05
Miranda Richardson	4.10862748074744e-05
Seed of Chucky	3.194259858623411e-05
Don Mancini	2.0169390136103493e-05
The Garden of Allah	3.2781143467238676e-05
Marlene Dietrich	7.026267310950823e-05
The Central Park Five	3.139683738389992e-05
Ken Burns	2.103738323226909e-05
Sky Murder	9.063049792764925e-06
Walter Pidgeon	7.242310244921886e-05
Antwone Fisher	2.9115560957779287e-05
Derek Luke	2.5585799874032308e-05
Sweet Home Alabama	4.3218105207086876e-05
2002	0.0013491308809178634
Tideland	2.9831489166687658e-05
gilliam	2.741204548329448e-05
Toys in the Attic	2.9939197033130133e-05
George Roy Hill	4.1201801778793884e-05
The Warriors	2.436353140546809e-05
Walter Hill	5.920013692650365e-05
Levity	1.3302228391664173e-05
2003	0.001364586656464087
Ransom	4.763871940838917e-05
Richard Maibaum	3.804902307960734e-05
The Hill	4.0908913948714204e-05
sean connery	9.208610157558949e-05
American Beauty	9.804786337363484e-05
Thora Birch	2.6838829950144664e-05
Lady in a Cage	2.565669296919958e-05
Olivia de Havilland	6.269341513460702e-05
Stolen Kisses	2.108335144194357e-05
françois truffaut	5.5173349880800386e-05
Grease 2	2.9770935526444542e-05
Maxwell Caulfield	1.0001633859187971e-05
Suzy	2.3616348787528995e-05
George Fitzmaurice	1.8789752187936492e-05
The Fall of the Roman Empire	3.1009065070009765e-05
Philip Yordan	3.828991119152758e-05
Jonah Who Will Be 25 in the Year 2000	1.999611739855182e-05
Alain Tanner	1.3112182422451049e-05
You Don't Mess with the Zohan	3.129819148143751e-05
Romancing the Stone	4.066460793140788e-05
Robert Zemeckis	5.107261724522686e-05
The Last Remake of Beau Geste	1.8771037115914902e-05
Marty Feldman	1.5251509636953981e-05
The Bandit	1.6963151605034475e-05
Turkish	7.366206997646101e-05
Bodyguards and Assassins	1.1801067704500464e-05
Teddy Chan	1.142843711690012e-05
Thunderbirds	2.703576666002736e-05
Michael McCullers	1.5792901153070358e-05
Monument Ave.	3.0462964270799656e-05
Ted Demme	2.3929789564180863e-05
Steamboat Round the Bend	1.798203024560399e-05
Will Rogers	1.589185462141974e-05
Stars	1.5179164122597167e-05
1959	0.0004040844557693312
3000 Miles to Graceland	3.149007415776702e-05
Charley Varrick	2.404946148293897e-05
Don Siegel	6.348362716837161e-05
Cat People	7.54378033906479e-05
erotic	6.15634219462072e-05
Amistad	4.626727580559871e-05
Anthony Hopkins	0.0001017322080187711
Home Alone 4	2.0113439782279545e-05
Rod Daniel	1.566279769529778e-05
Requiem for a Heavyweight	3.247874673276342e-05
bd-r	0.0029403151957550643
The Green Butchers	3.703326783939827e-05
Anders Thomas Jensen	2.6572561804294203e-05
Top Hat	5.519265986061491e-05
Allan Scott	1.890596718759849e-05
jeremy renner	1.9756002206103923e-05
Zombie Lake	3.920386809383362e-05
Cabin Boy	1.8453566316880954e-05
Adam Resnick	1.0706229595022992e-05
Step Up All In	1.6889479328191325e-05
dance	0.0001083269419029837
These Girls	4.682829660289366e-05
John Hazlett	8.964183167043193e-06
Darling Lili	2.4181834790014016e-05
Julie Andrews	4.509721883531074e-05
They Bite	4.2022623251391826e-05
Heaven Knows, Mr. Allison	3.997661908016309e-05
stranded	1.8006955702019696e-05
Oranges and Sunshine	2.464245241513951e-05
Ruth Gordon	3.441035865355799e-05
Farewell, My Lovely	3.20153856560898e-05
philip marlowe	1.4538103575133017e-05
Portrait Werner Herzog	2.8812886595664077e-05
Short	0.0004184251555680495
In a Better World	3.923334529844604e-05
susanne bier	1.4560839431231271e-05
Anamorph	2.4301917842151268e-05
willem dafoe	6.080343624270211e-05
5 Fingers	3.807811431076865e-05
Michael Wilson	2.0231535559259077e-05
Stardust Memories	2.3777739425423973e-05
The Last Seduction	2.994927448070129e-05
John Dahl	2.7424183088487842e-05
Volcano	5.9560782555149525e-05
The Day After Tomorrow	3.257932329861344e-05
Emmy Rossum	2.516476267476357e-05
Every Girl Should Be Married	2.131938201279605e-05
1948	0.0002601112969518621
The Face of Love	2.765668992402038e-05
Arie Posin	9.752253129542062e-06
The Tuskegee Airmen	2.3286358769849726e-05
world war ii	0.0002781236987453441
Frances Ha	2.2583044733484668e-05
noah baumbach	1.811810944981941e-05
Cold Mountain	5.4848713097883234e-05
jude law	7.277911240511598e-05
Kontroll	4.3933292006409064e-05
Hard Candy	3.876169512361564e-05
shakespeare	0.00010089140844310396
Return to the Blue Lagoon	3.472644772640258e-05
island	8.836412281643086e-05
Fellini's Casanova	2.3810532031447144e-05
Federico Fellini	6.89038979159696e-05
Love Me or Leave Me	3.375611040821181e-05
Cameron Mitchell	1.5585896946127598e-05
Alive	5.731486919542648e-05
Hideo Sakaki	9.973120104172072e-06
A Civil Action	3.0950572106929376e-05
John Travolta	0.00010772073189027154
The Blood Spattered Bride	4.1606456550960456e-05
1972	0.00047208360791246243
Private Hell 36	2.1823462599127723e-05
Dead Snow	4.088521921641426e-05
Norwegian	0.00021946684679159762
Breaking the Waves	2.0734123991631712e-05
lars von trier	4.085132514315642e-05
Still Waiting...	2.4229610272797908e-05
2009	0.0022041839575452286
Domino	2.9917490843972355e-05
Richard Kelly	1.4741090168107923e-05
The Wiz	4.853979054039982e-05
Michael Jackson	1.8847585035352653e-05
Quantum of Solace	6.712745956985256e-05
bond	6.460377051709183e-05
Come Blow Your Horn	2.3811105849913605e-05
Bud Yorkin	2.181345581749862e-05
The Woman on the Beach	1.7388868404835028e-05
Robert Ryan	9.177332347220604e-05
T-Men	3.0938182615872905e-05
anthony mann	5.187046334566305e-05
Get Carter	7.517546541014071e-05
Michael Caine	0.00016250134954554527
Monsieur Batignole	4.016686441325617e-05
Gérard Jugnot	1.0726786384605844e-05
Anatomy	2.2648679267562073e-05
The Hatchet Man	2.0140557974923888e-05
William A. Wellman	6.75105248681931e-05
Prayers for Bobby	2.1281959459694638e-05
Sigourney Weaver	7.862238136103082e-05
A Cat in Paris	2.16983340978476e-05
Animation	0.0006091646106364795
The Return of the Pink Panther	2.0658108349485245e-05
Christopher Plummer	0.00010338628206937345
Friendly Persuasion	4.173385187376477e-05
William Wyler	7.203904528867021e-05
Trainspotting	0.00010463736900828845
irvine welsh	1.0006613625920349e-05
Beauty in Trouble	2.050146170235041e-05
Robert Graves	1.0204433897935814e-05
Back to the Future	8.050067179625643e-05
michael j. fox	4.183982515337484e-05
Coffee and Cigarettes	1.3200087147113702e-05
Badlands	4.247385054895067e-05
1973	0.0004468715387932821
The Constant Gardener	6.412620155774372e-05
british	0.00021433337558775372
Fire and Ice	3.948587219433431e-05
The Best Exotic Marigold Hotel	4.517966428292721e-05
Ol Parker	1.232760647612444e-05
Friends with Kids	5.708521603821374e-05
adam scott	1.3571931795893715e-05
Casablanca	9.343165466492486e-05
Howard Koch	1.964682778045257e-05
This Is the Army	3.4905190192515984e-05
Amish Grace	4.3672235854314375e-05
gregg champion	1.1911500605880454e-05
Juice	5.103825482920678e-05
Ernest R. Dickerson	1.4246539606524606e-05
Deep Blue Sea	3.434213596675013e-05
Renny Harlin	5.189394627525673e-05
Desperado	2.7996718343224955e-05
mexico	4.7919118312190224e-05
The Man Who Planted Trees	3.1886056112800535e-05
Human Resources	2.2298476627103696e-05
Jalil Lespert	1.0886311644950269e-05
romantic comedy	0.0001296116198408654
Georgy Girl	3.64151701120778e-05
1960s	3.899983625934748e-05
Looking for Mr. Goodbar	3.0443698400907913e-05
good	0.0008965634257278153
I'm Reed Fish	3.948631407659779e-05
jay baruchel	3.129745292005085e-05
Scream 2	2.6669376702604323e-05
Mystery	0.0006624613830769133
Splinterheads	3.7921338473540765e-05
Brant Sersen	7.335517994405876e-06
The Island of Dr. Moreau	6.837472916725145e-05
H.G. Wells	2.7230777424811693e-05
The Ritz	3.656380412815425e-05
Jack Weston	9.822119552080983e-06
The Believers	3.138375063646497e-05
Robert Loggia	4.9662824494677853e-05
Scott Pilgrim vs. the World	3.0069976517938543e-05
cult	4.2153371927827296e-05
Free Men	3.194238095138622e-05
Twelve O'Clock High	4.0399719978432434e-05
Hugh Marlowe	1.761094114471182e-05
Sweethearts	2.399647305742733e-05
Alan Campbell	1.4423986140859637e-05
Beautiful Creatures	5.903421780777056e-05
Richard LaGravenese	3.0787011237758745e-05
Center Stage	4.247036140808287e-05
nicholas hytner	1.3654112155648875e-05
Siam Sunset	2.178969961470309e-05
John Polson	1.7136977534919283e-05
Zatoichi on the Road	2.385713066371542e-05
1963	0.000331323025121152
White Irish Drinkers	2.8000207006788853e-05
Quick Change	3.537083647670501e-05
manhattan	1.470363502529797e-05
The Baytown Outlaws	4.394636915092388e-05
The Strange Case of the End of Civilization as We Know It	1.791369818664903e-05
John Cleese	4.2179042746363805e-05
Into the West	2.706161032940067e-05
Mike Newell	4.171634930315116e-05
Taxi	5.4439665736910476e-05
french	0.000338502620410709
D.O.A.	5.818927431769278e-05
The Man Who Quit Smoking	2.730712478426029e-05
Die Hard 2	6.056540215086369e-05
renny harlin	1.7340098938855006e-05
Biker Boyz	2.8714949894907774e-05
motorcycle	3.6799038641497145e-05
Exit to Eden	4.0668959141174786e-05
Dan Aykroyd	8.471493584938089e-05
Starbuck	4.136477481120527e-05
Lethal Weapon 3	3.291498536817217e-05
Danny Glover	7.472905293431003e-05
Toward the Unknown	2.1344018240910506e-05
Lloyd Nolan	2.998859293123013e-05
Father of Invention	2.841266659977752e-05
Camilla Belle	2.3104214660879276e-05
Objective, Burma!	1.686633490816286e-05
Raoul Walsh	8.071497614638211e-05
Four Horsemen	5.0712818913936444e-05
The Sixth Sense	5.349689939601923e-05
haley joel osment	1.7064916246608757e-05
Strait-Jacket	3.0251767973610593e-05
murder	0.00023818550459921142
Exit Smiling	2.7469225725124906e-05
1926	7.943227957227445e-05
Sugar	3.798251733252737e-05
sports	0.0001878456909074076
Exit Wounds	3.671007672134735e-05
Andrzej Bartkowiak	1.575360707465524e-05
Female	2.4464619359023017e-05
Ruth Chatterton	1.211728022413239e-05
After Dark, My Sweet	2.4430424007727605e-05
1990	0.0007041920640968182
Pakeezah	2.412010551073778e-05
The Yearling	3.5864223611899174e-05
Jane Wyman	3.1723288866381845e-05
Superman	9.134519091461425e-05
ned beatty	8.76486832899315e-06
American Ninja	3.826962952367445e-05
menahem golan	2.4543707869838553e-05
Hud	3.191719386721399e-05
Martin Ritt	5.871101900905778e-05
The Guys	2.609197866763689e-05
Chouchou	1.9324100858947323e-05
Divine Madness	1.4842230698667366e-05
The Perks of Being a Wallflower	3.1760925107491955e-05
Stephen Chbosky	6.700482205124798e-06
A Clockwork Orange	7.943222010308788e-05
violence	8.785428230690596e-05
Marlowe	3.4484349450047983e-05
Disorganized Crime	2.7063230152474686e-05
Fred Gwynne	9.871928712734741e-06
Yesterday, Today and Tomorrow	2.421233113535333e-05
Vittorio De Sica	5.455401557189906e-05
Strange Cargo	2.2040471927653588e-05
Richard Sale	1.561029720693478e-05
Cutter's Way	3.0746561449742926e-05
Very Annie Mary	2.286243959633308e-05
2001	0.00134173749228453
Star Trek	0.00010277380221525999
story	0.00021932334685051123
The Outlaw	2.946176555276399e-05
Thomas Mitchell	3.3676922039954906e-05
Our Town	3.951862016762377e-05
William Holden	0.00010226663130096853
Little Caesar	3.067331154396893e-05
Frozen	0.00013621990765551626
Chris Buck	1.2738814307801357e-05
Hood of Horror	2.4157026985083953e-05
horror	0.0005275655670684271
The World's Greatest Lover	1.572734707105671e-05
An Actor's Revenge	3.44956155588609e-05
Homefront	3.4503724158491904e-05
Sylvester Stallone	0.00010942473492680809
Showtime	3.0306361423591553e-05
tom dey	8.817731273747154e-06
We Are Marshall	4.5182822650728804e-05
david strathairn	1.733504382945273e-05
Boot Camp	5.042601452131217e-05
Peter Stormare	2.8714695064854312e-05
Supercondriaque	2.1053636992708997e-05
Dany Boon	1.7762231911080526e-05
All Good Things	2.8933514644497498e-05
ryan gosling	4.406382052250802e-05
Evolver	3.092599713360174e-05
Ethan Embry	2.4718729378385264e-05
Slums of Beverly Hills	3.1552475146969545e-05
1970s	4.3714658906285425e-05
The Untouchables	5.418830712122532e-05
brian de palma	5.723935585195262e-05
At Midnight I'll Take Your Soul	1.4909797102863397e-05
José Mojica Marins	1.1699236495782307e-05
The Phantom Tollbooth	4.338497613002274e-05
The Holiday	5.6291449731222796e-05
Cameron Diaz	7.446179927374443e-05
Blume in Love	2.1773070559960526e-05
Black Dawn	2.1617908458382383e-05
2005	0.0014666760299689085
You Only Live Once	2.2727898905148455e-05
The Great War	2.7268934854215267e-05
Alberto Sordi	1.5241336816664334e-05
Frost/Nixon	5.118377068800876e-05
Frank Langella	4.431119651950419e-05
Water for Elephants	4.618848047129424e-05
Robert Pattinson	1.6413465380873093e-05
Ben Affleck	7.348802719028518e-05
To the Devil a Daughter	3.5333417142395985e-05
richard widmark	1.214076255250459e-05
Anonymous	3.260386332537978e-05
Rhys Ifans	2.162878139482947e-05
The Baker's Wife	2.2664653856562483e-05
Choking Man	2.6871926984294813e-05
Steve Barron	2.3432323259500285e-05
Cary Grant	0.00015409933882003956
This Property Is Condemned	3.833309853964125e-05
Robert Redford	0.00011199738220263294
Stir of Echoes	3.765041661429295e-05
david koepp	1.4113393299833709e-05
The Times of Harvey Milk	3.6585842131766545e-05
Harvey Fierstein	9.755000557329093e-06
Wimbledon	3.064119620776466e-05
Stonehenge Apocalypse	3.115688707163795e-05
The Barbarian Invasions	2.547815228490908e-05
Design for Living	3.4170723412908976e-05
Ernst Lubitsch	6.623098039339812e-05
Crouching Tiger, Hidden Dragon	4.2178228168544e-05
china	8.827278609523049e-05
Still Mine	2.474788395812769e-05
Michael McGowan	1.4377949679007517e-05
Predators	5.8176870310731265e-05
aliens	6.673908383002642e-05
Swing Kids	3.9353282905869095e-05
Robert Sean Leonard	9.131573305932632e-06
Zapped!	1.3817137215653567e-05
Lucky Star	2.7252873965486088e-05
Janet Gaynor	1.8103264123643325e-05
The Fourth Protocol	2.030417125957839e-05
cold war	4.542064929070685e-05
Schindler's List	8.92786844197399e-05
ralph fiennes	4.393674918515126e-05
Revenge of the Nerds	3.436379813328363e-05
fraternity	1.9262636571194594e-05
The Life and Death of Colonel Blimp	3.708969283219199e-05
War	0.001458351894329082
Firstborn	2.4868661827202664e-05
Mothra	3.5790383456927e-05
japan	0.00031872199760896104
The African Queen	4.914474928546511e-05
national film registry	0.00045766222475319675
Enough Said	2.0282528226999e-05
Nicole Holofcener	1.652303484562848e-05
The Two Jakes	2.5371292009754283e-05
Harvey Keitel	9.548089109366449e-05
Underworld	7.095571831519698e-05
Len Wiseman	1.139126924074421e-05
The Great Muppet Caper	1.886478516571111e-05
The Pervert's Guide to Ideology	2.3398541631349084e-05
Baby's Day Out	3.060085682861752e-05
Patrick Read Johnson	1.4541486857661228e-05
The Doctor and the Devils	3.870367197465432e-05
1985	0.0005524828715422201
Baby Take a Bow	4.9031925830582736e-05
Philip Klein	1.3462266463936732e-05
Born on the Fourth of July	4.930819820832586e-05
Solo	7.064641833446208e-05
Von Richthofen and Brown	3.3117176233561254e-05
Under the Cherry Moon	3.700366462944745e-05
Music	0.0007594771946306632
Easy A	3.0507390883332088e-05
Will Gluck	1.521760119658261e-05
Match Point	6.308943000308506e-05
Charleston	1.687892327443541e-05
Italian	0.0012061301824115517
How Green Was My Valley	4.625546176222216e-05
Maureen O'Hara	8.386127138808083e-05
The Hills Have Eyes Part II	9.7139741117375e-06
Wes Craven	6.896562514365048e-05
Storm Center	2.1390554905986165e-05
Daniel Taradash	1.558288225234831e-05
You're Next	4.3086807201988296e-05
Adam Wingard	2.2772841166568533e-05
Star Trek Into Darkness	8.642841476682515e-05
action	0.000591605679703003
Voodoo Tiger	2.587627037937836e-05
1952	0.00030732553607537073
Saint John of Las Vegas	3.72078940835727e-05
Sarah Silverman	1.9362860611640195e-05
Cherish	1.6747565042456157e-05
Finn Taylor	1.4613567403005125e-05
Takers	6.10369217296985e-05
Chris Brown	1.0008985020061771e-05
True Believer	3.648731789154675e-05
Joseph Ruben	3.212275232842061e-05
Bob's Birthday	2.4369197138630947e-05
Alison Snowden	8.49847035920381e-06
I Was a Male War Bride	3.81705653859254e-05
Howard Hawks	8.798946341236958e-05
To the Shores of Tripoli	2.0814985807786657e-05
Nancy Kelly	1.4954957897087034e-05
Alien Trespass	2.4157794344411797e-05
Robots	2.8761417892809232e-05
Chris Wedge	1.2724382049843683e-05
Master of the House	2.7360037625231204e-05
Frank Capra	8.548520520152543e-05
Pom Poko	2.2921693496406964e-05
anthropomorphic	1.5326268364906722e-05
The Endless Summer	4.3312769681131975e-05
hawaii	1.8457868467185092e-05
Devil's Pond	2.731546555172039e-05
Tara Reid	2.4294975317728186e-05
You Will Be My Son	4.205209564400125e-05
Gilles Legrand	7.791021417592657e-06
The Original Kings of Comedy	3.1592924841235325e-05
Cedric the Entertainer	1.9778168200790924e-05
The International	3.4002831658660095e-05
Action	0.0028970541597404384
The Black Cauldron	5.408637357581779e-05
Richard Rich	1.690553033654827e-05
Perfect Sisters	2.8076775202680768e-05
Rainbow Valley	1.9764676193874747e-05
1935	0.0002793761363792766
Colossal Youth	2.5571233310095096e-05
Portuguese	0.00010228110062433152
Dark House	5.550419535634831e-05
Jeffrey Combs	2.6465385963667898e-05
Last Days in the Desert	2.002424684951164e-05
Tye Sheridan	1.2700289753921408e-05
